rownames.camera_results.	camera_descr	PValue	FDR	camera_Phenotype	camera_genes
GENE AND PROTEIN EXPRESSION BY JAK-STAT SIGNALING AFTER INTERLEUKIN-12 STIMULATION%REACTOME DATABASE ID RELEASE 38%8950505	GENE AND PROTEIN EXPRESSION BY JAK-STAT SIGNALING AFTER INTERLEUKIN-12 STIMULATION	0.719684816409849	0.891689793083188	1	4478,4282,6888,3936,375,6627,5306,6950,6175,27250,3185,9049,829,1072,9446,5721,3313,5062,5908,5898,3181,5478,302,9987,4001,998,1265
ALPHA-AMINO ACID BIOSYNTHETIC PROCESS%GOBP%GO:1901607	ALPHA-AMINO ACID BIOSYNTHETIC PROCESS	0.720063503082883	0.891689793083188	1	1491,22928,435,22929,586,445,256987,6472,113675,587,2805,10994,51074,10955,55256,5723,84245,5352,29968,60496,2746,2752,2744,790,5831,875,58478,5832,63826,440,29920,10157
DETOXIFICATION OF REACTIVE OXYGEN SPECIES%REACTOME DATABASE ID RELEASE 38%3299685	DETOXIFICATION OF REACTIVE OXYGEN SPECIES	0.720343462534798	0.891689793083188	-1	318,2876,7001,475,7296,10935,9588,30001,847,493869,25828,2878,7295,5034,1535,54205,2950,9973,10587,5052,538
REGULATION OF SYNCYTIUM FORMATION BY PLASMA MEMBRANE FUSION%GOBP%GO:0060142	REGULATION OF SYNCYTIUM FORMATION BY PLASMA MEMBRANE FUSION	0.72064833968094	0.891689793083188	-1	9750,1432,51177,8837,10211,8754,10938,575,30846,8536
MITOCHONDRIAL CALCIUM ION HOMEOSTASIS%GOBP%GO:0051560	MITOCHONDRIAL CALCIUM ION HOMEOSTASIS	0.721889989615303	0.892639264425755	1	309,63933,51024,118987,91689,3954,10939,286097,5910,6547,10367,80024,7052,79568,10134,221154,83636,90550,79085
SMC1/SMC3 role in DNA damage - Cornelia de Lange Syndrome%WikiPathways_20230910%WP5118%Homo sapiens	SMC1/SMC3 role in DNA damage - Cornelia de Lange Syndrome	0.72344027614284	0.893543915225152	-1	472,8243,9656,10111,56852,9126,5885,22976,4361,4683
DNA REPAIR-DEPENDENT CHROMATIN REMODELING%GOBP%GO:0140861	DNA REPAIR-DEPENDENT CHROMATIN REMODELING	0.723571161957031	0.893543915225152	1	10524,25842,51547,23028,23411,79184,51366,9025,29086,51720,9960,165918,5252,8841,10038,54969
BIOCARTA_P27_PATHWAY%MSigdb_C2%BIOCARTA_P27_PATHWAY	BIOCARTA_P27_PATHWAY	0.725180411859763	0.894790790340274	1	9040,9978,5925,7027,6500,6502,1027,1017,4738,8454,1163,898
DEGRADATION OF CYSTEINE AND HOMOCYSTEINE%REACTOME%R-HSA-1614558.8	DEGRADATION OF CYSTEINE AND HOMOCYSTEINE	0.725531746046365	0.894790790340274	-1	1491,7263,58472,1036,6821,84890,25828,100131187,4357,2806,23474
SYNTHESIS OF PIPS AT THE EARLY ENDOSOME MEMBRANE%REACTOME DATABASE ID RELEASE 38%1660516	SYNTHESIS OF PIPS AT THE EARLY ENDOSOME MEMBRANE	0.726486485192959	0.89538150958294	-1	200576,22876,5289,5286,55300,8821,9896,55697,55361,30849,3631
POSITIVE REGULATION OF PROTEIN TYROSINE KINASE ACTIVITY%GOBP%GO:0061098	POSITIVE REGULATION OF PROTEIN TYROSINE KINASE ACTIVITY	0.729127342880238	0.896467155431526	1	1742,1942,1741,1436,7804,6868,6714,51704,5649,9094,5770,10006,55294,4739,80725,2043
VPR-MEDIATED NUCLEAR IMPORT OF PICS%REACTOME DATABASE ID RELEASE 38%180910	VPR-MEDIATED NUCLEAR IMPORT OF PICS	0.729211033614644	0.896467155431526	-1	57122,55746,8815,6396,7175,5903,9883,9631,348995,23165,9972,3159,8480,3836,79023,23225,9688,79902,23636,11097,4927,10762,23511,8086,11168,23279,8021,129401,53371,55706
REGULATION OF RIG-I SIGNALING PATHWAY%GOBP%GO:0039535	REGULATION OF RIG-I SIGNALING PATHWAY	0.729473782590012	0.896467155431526	1	6397,63906,9698,708,85364,29997,329,23369,55601,26057,9958,7353,55666
MYOGENESIS%REACTOME DATABASE ID RELEASE 38%525793	MYOGENESIS	0.731046216102241	0.896467155431526	1	6300,5600,1432,1495,4208,4205,50937,6925,6929,1499,1002,25,1496,4756,5608,9043,663,4209,6938,1000,998
MRNA 3'-END PROCESSING%GOBP%GO:0031124	MRNA 3'-END PROCESSING	0.731218316631412	0.896467155431526	1	10768,10978,8189,134353,84967,1479,10914,25888,64282,54623,351,22828,5433,7884,11051,22916,79577,25962,2926,29894,167153,64852,55197,123169,26986,11052,53981,51692,64895,51585,29101,79869,55339,4686,58490,23248
PROTEIN LOCALIZATION TO CENTROSOME%GOBP%GO:0071539	PROTEIN LOCALIZATION TO CENTROSOME	0.734834277700688	0.896467155431526	-1	1453,5108,11190,10464,9851,29887,2804,23386,55125,22994,26005,84376,64770,10540,585
PROTEIN LOCALIZATION TO MICROTUBULE ORGANIZING CENTER%GOBP%GO:1905508	PROTEIN LOCALIZATION TO MICROTUBULE ORGANIZING CENTER	0.734834277700688	0.896467155431526	-1	1453,5108,11190,10464,9851,29887,2804,23386,55125,22994,26005,84376,64770,10540,585
NEGATIVE REGULATION OF CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0045912	NEGATIVE REGULATION OF CARBOHYDRATE METABOLIC PROCESS	0.735346073453976	0.896467155431526	1	9611,140710,2931,26471,2932,201163,160,863,9759,283871,57103,90007,2033,28964,2648,1407,51763,7874,51548,23178,1213,1196,150094,7040
B CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050853	B CELL RECEPTOR SIGNALING PATHWAY	0.735739825650075	0.896467155431526	-1	6850,4208,23180,5293,581,59338,9564,10451,10603,5336,5579
REGULATION OF SINGLE STRANDED VIRAL RNA REPLICATION VIA DOUBLE STRANDED DNA INTERMEDIATE%GOBP%GO:0045091	REGULATION OF SINGLE STRANDED VIRAL RNA REPLICATION VIA DOUBLE STRANDED DNA INTERMEDIATE	0.736231183174686	0.896467155431526	-1	7155,9582,22880,55196,23272,8091,27350,51763,9869,54737
AXON EXTENSION%GOBP%GO:0048675	AXON EXTENSION	0.739178835471976	0.896467155431526	-1	6585,9706,214,203228,8829,6586,8828,10479,1020,8408,54437,6405,8636,9037,54413,10371,23191,8239,5532,9353,4131
DOWNREGULATION OF ERBB2:ERBB3 SIGNALING%REACTOME%R-HSA-1358803.2	DOWNREGULATION OF ERBB2:ERBB3 SIGNALING	0.739498831037021	0.896467155431526	1	2064,9101,10193,3084,7316,7314,207,7311,208,10000,6233
PHOSPHATIDYLCHOLINE BIOSYNTHETIC PROCESS%GOBP%GO:0006656	PHOSPHATIDYLCHOLINE BIOSYNTHETIC PROCESS	0.739897630400108	0.896467155431526	1	1119,10162,9468,57153,376497,204962,137964,5130,171586,10400,126969,23446,1103
RELEASE OF CYTOCHROME C FROM MITOCHONDRIA%GOBP%GO:0001836	RELEASE OF CYTOCHROME C FROM MITOCHONDRIA	0.74028090727878	0.896467155431526	-1	56947,10059,637,51024,572,581,4170,578,598,27113,2810,666,2537,1191,79017,92609
EXPORT OF VIRAL RIBONUCLEOPROTEINS FROM NUCLEUS%REACTOME DATABASE ID RELEASE 38%168274	EXPORT OF VIRAL RIBONUCLEOPROTEINS FROM NUCLEUS	0.740505135238383	0.896467155431526	-1	3304,57122,55746,6396,7175,5903,9883,9631,348995,5901,23165,9972,8480,79023,23225,7514,9688,79902,23636,11097,4927,10762,23511,8086,23279,8021,129401,53371,55706
REGULATION OF EARLY ENDOSOME TO LATE ENDOSOME TRANSPORT%GOBP%GO:2000641	REGULATION OF EARLY ENDOSOME TO LATE ENDOSOME TRANSPORT	0.741303289829354	0.896467155431526	-1	4478,23317,55823,23011,7430,51652,6714,5595,5594,1601,4771,5604,25930,5605,5962,404636,8724,29934
PKR-MEDIATED SIGNALING%REACTOME%R-HSA-9833482.1	PKR-MEDIATED SIGNALING	0.741794002069693	0.896467155431526	-1	8894,4869,9246,3304,6895,25820,6622,8877,5525,5611,6772,57697,5519,5518,2189,3312,2178,7341,5610,3306,199990,103,80233,3609,7157,7706,54920,1147,1968,201254,5608,5516,9636,3608,1660,57506,51191,1965,5771,2176,8575,2188,8517,3305,6774,4690,3551,5515
TRICARBOXYLIC ACID CYCLE%GOBP%GO:0006099	TRICARBOXYLIC ACID CYCLE	0.744602275452758	0.896467155431526	1	4190,6391,8802,3421,6392,3658,50,6389,23530,8801,1431,1743,2271,4967,54949,3419,48,3420,6390,92259,8803
CRANIAL NERVE DEVELOPMENT%GOBP%GO:0021545	CRANIAL NERVE DEVELOPMENT	0.745277558061992	0.896467155431526	-1	91584,55636,8829,6299,9935,7020,8828,3670,51804,6405,1141,55558,5457,8929,10371,2065,4762,57007,1258,84233
POSITIVE REGULATION OF MITOCHONDRIAL OUTER MEMBRANE PERMEABILIZATION INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1901030	POSITIVE REGULATION OF MITOCHONDRIAL OUTER MEMBRANE PERMEABILIZATION INVOLVED IN APOPTOTIC SIGNALING PATHWAY	0.746462117694666	0.896467155431526	1	2931,4836,2932,400916,9026,7755,578,27113,666,5599
TCA cycle in senescence%WikiPathways_20230910%WP5050%Homo sapiens	TCA cycle in senescence	0.747111390709928	0.896467155431526	1	4190,4199,5163,5160,2805,4200,7157,2271,673,57546
REGULATION OF INFLAMMASOME-MEDIATED SIGNALING PATHWAY%GOBP%GO:0141085	REGULATION OF INFLAMMASOME-MEDIATED SIGNALING PATHWAY	0.748378684779457	0.896467155431526	-1	22900,2634,84885,3312,80772,5610,25827,1654,4615,56919,79184,140609,1452,57506,5336,5599,57787,5515,81559
RAF-INDEPENDENT MAPK1 3 ACTIVATION%REACTOME%R-HSA-112409.4	RAF-INDEPENDENT MAPK1 3 ACTIVATION	0.749233425684038	0.896467155431526	-1	1843,1847,1846,1848,1850,5595,5594,7297,5604,11221,5605,3716,1849,3717,80824,5781,8682
NEGATIVE REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:1903573	NEGATIVE REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS	0.749483461667884	0.896467155431526	-1	3304,84447,258010,7494,4189,90993,10162,7466,23645,23376,165324,51060,4976,10347,9709,8440,6449,5770,51035,10399,29761,7376,598,3309,65992,51283,1388,1191,240,11315,84919,10488,7009,4690,9097
PID_ER_NONGENOMIC_PATHWAY%MSigdb_C2%PID_ER_NONGENOMIC_PATHWAY	PID_ER_NONGENOMIC_PATHWAY	0.749877714930651	0.896467155431526	-1	4478,4318,4313,5600,3265,6654,2774,2767,2781,23236,6714,9564,2770,27043,2775,4893,1839,9475,2885,10672,5290,207,387,54331,5295,2782,6464,3480,2773,2776,2771,4846,3845,6801,5331
INSULIN RECEPTOR RECYCLING%REACTOME%R-HSA-77387.5	INSULIN RECEPTOR RECYCLING	0.751163896155928	0.896467155431526	-1	155066,23545,523,525,529,535,9550,9296,3416,5770,10312,533,526,1509,5792,528,527,534,51606,51382,9114,3643,8992
TRNA TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0042797	TRNA TRANSCRIPTION BY RNA POLYMERASE III	0.751582364010275	0.896467155431526	1	55718,661,5435,112495,5441,9329,9328,2976,9330,2975
RETINOL METABOLISM%SMPDB%SMP0000074	RETINOL METABOLISM	0.752465898002401	0.896467155431526	1	9601,10525,10961,9249,54884,51109,10130,51726,3309,23753,5479,8694,8228
VITAMIN A DEFICIENCY%SMPDB%SMP0000336	VITAMIN A DEFICIENCY	0.752465898002401	0.896467155431526	1	9601,10525,10961,9249,54884,51109,10130,51726,3309,23753,5479,8694,8228
S1P receptor signal transduction%WikiPathways_20230910%WP26%Homo sapiens	S1P receptor signal transduction	0.752682819691029	0.896467155431526	1	6300,8877,5287,5598,23236,5595,5594,2770,207,29127,208,2773,10000,5597,2771,56848,9294,427,5596,5331
PID_RANBP2_PATHWAY%MSigdb_C2%PID_RANBP2_PATHWAY	PID_RANBP2_PATHWAY	0.752702273006231	0.896467155431526	1	7329,9063,7341,5903,9759,5901,5905,8554,7514,3065,4193
ASSEMBLY OF THE HIV VIRION%REACTOME DATABASE ID RELEASE 38%175474	ASSEMBLY OF THE HIV VIRION	0.753700157202431	0.896467155431526	1	51271,5045,79720,9397,89853,51160,7316,155382,7314,137492,7311,7251,6233,5478,93343,55048
Physiological and pathological hypertrophy of the heart%WikiPathways_20230910%WP1528%Homo sapiens	Physiological and pathological hypertrophy of the heart	0.754314308672397	0.896467155431526	-1	5879,5600,50804,1906,1432,5581,5594,817,801,5606,3572,5530,387,2353,3725,5532,5579,5599,6774,3977
EXONUCLEOLYTIC CATABOLISM OF DEADENYLATED MRNA%GOBP%GO:0043928	EXONUCLEOLYTIC CATABOLISM OF DEADENYLATED MRNA	0.754444566842294	0.896467155431526	-1	29883,28960,51010,9337,167227,22894,11340,56915,115024,23016,5393,23404
PYRUVATE METABOLIC PROCESS%GOBP%GO:0006090	PYRUVATE METABOLIC PROCESS	0.754644772848357	0.896467155431526	1	8050,5236,5214,1738,221937,3939,230,5315,4199,5211,5160,2821,5230,4200,5208,7167,5106,2026,7351,2597,3945,3099,3098,2023,5223,10873,1737,5162,3607,63826,83440,226,5213
LYMPHOCYTE COSTIMULATION%GOBP%GO:0031294	LYMPHOCYTE COSTIMULATION	0.75719698070431	0.896467155431526	1	7525,4067,1803,100133941,5170,6714,975,51293,2534,857,5290,5777,207,84433,5781
NEGATIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE I%GOBP%GO:0016479	NEGATIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE I	0.757365797961486	0.896467155431526	1	8467,11176,57673,29997,9188,55506,84232,2316,9555,64431
CERAMIDE SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CERAMIDE SIGNALING PATHWAY	CERAMIDE SIGNALING PATHWAY	0.757481731249591	0.896467155431526	-1	8738,5590,841,5894,8772,637,5154,5925,8737,572,6416,5610,4609,581,5595,5594,7132,55512,9448,4792,5604,83939,5074,8567,5605,8439,1509,7186,6609,5580,207,4214,9530,54205,56848,8844,427,8575,5599,4790,5970
RHO GTPASES ACTIVATE PAKS%REACTOME%R-HSA-5627123.3	RHO GTPASES ACTIVATE PAKS	0.757945340099047	0.896467155431526	-1	10627,5879,4627,4637,3984,4660,5058,5063,4771,4659,4628,2017,808,5500,5062,2316,4638,10398,79784,998
NEPHRIN NEPH1 SIGNALING IN THE KIDNEY PODOCYTE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NEPHRIN NEPH1 SIGNALING IN THE KIDNEY PODOCYTE	NEPHRIN NEPH1 SIGNALING IN THE KIDNEY PODOCYTE	0.758226711340892	0.896467155431526	-1	409,5590,5879,7082,572,5335,6416,23607,5602,8440,5601,2534,5584,2885,5290,207,5295,5291,3725,55243,8976,5599,4690
TELOMERE CAPPING%GOBP%GO:0016233	TELOMERE CAPPING	0.759077782789572	0.896467155431526	1	79991,10111,26277,24144,7013,5591,7014,64858,54386,25913,65057,80169,4361,4683
PID_THROMBIN_PAR1_PATHWAY%MSigdb_C2%PID_THROMBIN_PAR1_PATHWAY	PID_THROMBIN_PAR1_PATHWAY	0.76009194666275	0.896467155431526	1	2768,5585,7408,2767,2781,23236,2770,2775,7791,9475,10672,5290,5580,408,387,9138,5578,1785,2149,54331,5295,1759,2782,6642,2773,2776,2771,11214,4846,157,6093,5579,6643,5331,396
DICARBOXYLIC ACID TRANSPORT%GOBP%GO:0006835	DICARBOXYLIC ACID TRANSPORT	0.760634701536813	0.896467155431526	-1	6573,6507,57030,6505,11230,55144,284129,10755,8402,2348,65010,10057,81034,57084,7351,2697,6506,6566,6510,8604,10550,4036,113235,10165,79751,6511
GLUCOSE TRANSPORTER DEFECT (SGLT2)%SMPDB%SMP0000184	GLUCOSE TRANSPORTER DEFECT (SGLT2)	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
HARTNUP DISORDER%SMPDB%SMP0000189	HARTNUP DISORDER	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
IMINOGLYCINURIA%PATHWHIZ%PW000219	IMINOGLYCINURIA	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
LYSINURIC PROTEIN INTOLERANCE%SMPDB%SMP0000197	LYSINURIC PROTEIN INTOLERANCE	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
CHLOROTHIAZIDE ACTION PATHWAY%SMPDB%SMP0000078	CHLOROTHIAZIDE ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
POLYTHIAZIDE ACTION PATHWAY%PATHWHIZ%PW000326	POLYTHIAZIDE ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
METHYCLOTHIAZIDE ACTION PATHWAY%PATHWHIZ%PW000327	METHYCLOTHIAZIDE ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
BUMETANIDE ACTION PATHWAY%SMPDB%SMP0000088	BUMETANIDE ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
BENDROFLUMETHIAZIDE ACTION PATHWAY%PATHWHIZ%PW000329	BENDROFLUMETHIAZIDE ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
QUINETHAZONE ACTION PATHWAY%SMPDB%SMP0000091	QUINETHAZONE ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
ETHACRYNIC ACID ACTION PATHWAY%SMPDB%SMP0000097	ETHACRYNIC ACID ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
HYDROCHLOROTHIAZIDE ACTION PATHWAY%SMPDB%SMP0000100	HYDROCHLOROTHIAZIDE ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
CYCLOTHIAZIDE ACTION PATHWAY%SMPDB%SMP0000103	CYCLOTHIAZIDE ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
METOLAZONE ACTION PATHWAY%SMPDB%SMP0000105	METOLAZONE ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
HYDROFLUMETHIAZIDE ACTION PATHWAY%PATHWHIZ%PW000335	HYDROFLUMETHIAZIDE ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
INDAPAMIDE ACTION PATHWAY%SMPDB%SMP0000110	INDAPAMIDE ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
FUROSEMIDE ACTION PATHWAY%PATHWHIZ%PW000337	FUROSEMIDE ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
TORSEMIDE ACTION PATHWAY%PATHWHIZ%PW000338	TORSEMIDE ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
TRICHLORMETHIAZIDE ACTION PATHWAY%SMPDB%SMP0000121	TRICHLORMETHIAZIDE ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
CHLORTHALIDONE ACTION PATHWAY%SMPDB%SMP0000122	CHLORTHALIDONE ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
TRIAMTERENE ACTION PATHWAY%SMPDB%SMP0000132	TRIAMTERENE ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
AMILORIDE ACTION PATHWAY%SMPDB%SMP0000133	AMILORIDE ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
SPIRONOLACTONE ACTION PATHWAY%SMPDB%SMP0000134	SPIRONOLACTONE ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
EPLERENONE ACTION PATHWAY%SMPDB%SMP0000135	EPLERENONE ACTION PATHWAY	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
BLUE DIAPER SYNDROME%SMPDB%SMP0000583	BLUE DIAPER SYNDROME	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
LYSINURIC PROTEIN INTOLERANCE (LPI)%SMPDB%SMP0000585	LYSINURIC PROTEIN INTOLERANCE (LPI)	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
CYSTINURIA%PATHWHIZ%PW000700	CYSTINURIA	0.760710970894871	0.896467155431526	1	6337,6505,476,9057,482,9990,8140,483,23428,481,6520,478
TRNA CATABOLIC PROCESS%GOBP%GO:0016078	TRNA CATABOLIC PROCESS	0.761223603783141	0.896509901326578	-1	51010,11340,84186,60528,5394,10940,51095,23016,5393,23404,23405
REGULATION OF VACUOLE ORGANIZATION%GOBP%GO:0044088	REGULATION OF VACUOLE ORGANIZATION	0.762055297502123	0.896928123764225	1	200576,140775,5305,9637,203228,5868,79142,22930,26471,950,5899,201163,23256,25782,8723,8396,55062,11152,57535,81876,65018,9554,1947,96459,29978,112574,9638,55254,90410,55353,64112,8100,51100,23232,79837,5532,2896,302,57192,23130,57533,401548,2048
HDMS DEMETHYLATE HISTONES%REACTOME DATABASE ID RELEASE 38%3214842	HDMS DEMETHYLATE HISTONES	0.763356059828099	0.897427507504692	1	221656,5927,23133,22992,84864,23030,9682,84678,8242,84159,10765,23028,23081,55818,7404,7403,51780,80853,23210,8284,5253
LPS AND CITRATE SIGNALING AND INFLAMMATION%PATHWHIZ%PW101069	LPS AND CITRATE SIGNALING AND INFLAMMATION	0.763433283483003	0.897427507504692	-1	4190,6391,47,31,6392,4199,6389,6576,1431,1147,4792,4615,7189,6390,8517,4790,3551,5970
ACTIVATION OF THE AP-1 FAMILY OF TRANSCRIPTION FACTORS%REACTOME DATABASE ID RELEASE 38%450341	ACTIVATION OF THE AP-1 FAMILY OF TRANSCRIPTION FACTORS	0.763984648180127	0.897515048611111	-1	1386,5600,1432,5602,5595,5594,5601,2353,3725,5599
BIOCARTA_IL2RB_PATHWAY%MSigdb_C2%BIOCARTA_IL2RB_PATHWAY	BIOCARTA_IL2RB_PATHWAY	0.765834649021648	0.899127142519489	-1	5894,6850,3265,6654,355,572,4609,5595,5594,6777,9021,8837,2885,3716,5290,5777,207,6198,5295,6464,2353,867,3667,5478,1399
EPO receptor signaling%WikiPathways_20230910%WP581%Homo sapiens	EPO receptor signaling	0.766637006323561	0.899508008666422	-1	5894,6772,6654,5163,5921,10076,6714,5595,5594,6777,5604,5605,2885,207,3717,6464,3667,6774,8660
FCERI MEDIATED MAPK ACTIVATION%REACTOME%R-HSA-2871796.3	FCERI MEDIATED MAPK ACTIVATION	0.768263847272425	0.900429751308234	-1	4067,5879,6850,3265,6654,5335,6416,5058,7410,5602,5595,5594,5601,4893,5609,4214,10451,5062,2353,3725,5336,5599
NEP NS2 INTERACTS WITH THE CELLULAR EXPORT MACHINERY%REACTOME%R-HSA-168333.4	NEP NS2 INTERACTS WITH THE CELLULAR EXPORT MACHINERY	0.768379479596718	0.900429751308234	-1	57122,55746,6396,7175,5903,9883,9631,348995,5901,23165,9972,8480,79023,23225,7514,9688,79902,23636,11097,4927,10762,23511,8086,23279,8021,129401,53371,55706
PHOSPHATIDYLINOSITOL-3-PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0036092	PHOSPHATIDYLINOSITOL-3-PHOSPHATE BIOSYNTHETIC PROCESS	0.768943201599893	0.900529623777846	1	5289,5286,5293,5287,7405,5290,8678,5291,30849,22863
IL2-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2-MEDIATED SIGNALING EVENTS	IL2-MEDIATED SIGNALING EVENTS	0.769855122311217	0.901036903103053	-1	2185,5894,5600,6850,6772,3265,1432,6654,5581,5921,4609,5595,5594,6777,5601,9021,2534,8027,8835,5604,4893,10254,5605,2885,3716,5290,387,1017,5295,6464,2353,3725,3845,9261,9846,5781,3667,5579,5599,6774,8660
REGULATION OF MITOCHONDRIAL FISSION%GOBP%GO:0090140	REGULATION OF MITOCHONDRIAL FISSION	0.770638798700805	0.901393548262844	-1	4137,56947,10059,51024,125170,10928,80821,80179,664,65018,51571,55737,56907,6773,5898,54471,90550,64423,192111
POSITIVE REGULATION OF MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0048026	POSITIVE REGULATION OF MRNA SPLICING, VIA SPLICEOSOME	0.771406019429801	0.901523585227733	1	27316,1207,1153,10419,4928,26528,9967,79084,9588,494115,29896,5935,22938,10262,4686,4691,6434
N-GLYCAN PROCESSING%GOBP%GO:0006491	N-GLYCAN PROCESSING	0.77191304660184	0.901523585227733	-1	2530,84572,8128,4122,11320,23193,5589,7903,51046,6489,11282,4124,79158,10905
NEGATIVE REGULATION OF PROTEIN-CONTAINING COMPLEX DISASSEMBLY%GOBP%GO:0043242	NEGATIVE REGULATION OF PROTEIN-CONTAINING COMPLEX DISASSEMBLY	0.772323931154001	0.901523585227733	-1	2934,324,2314,2059,23271,118,119,79142,6840,57466,146057,23122,11078,22828,56893,120,822,6314,58526,829,832,23274,2258,9181,50810,5290,55254,10519,5756,51474,89795,10013,830,10300,9711,23332,10297,22974,11344,11075,26586,57551
ENDONUCLEOLYTIC CLEAVAGE OF TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000479	ENDONUCLEOLYTIC CLEAVAGE OF TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)	0.772666069592101	0.901523585227733	-1	10171,27340,9790,55720,8602,10607,79707,29777,65095,161424,6227,163859,23212,10799
BIOCARTA_HCMV_PATHWAY%MSigdb_C2%BIOCARTA_HCMV_PATHWAY	BIOCARTA_HCMV_PATHWAY	0.774008495856539	0.902530352665432	-1	1432,5925,5595,5594,6667,5604,5606,5605,5608,5290,207,1385,4214,5295,4790,5970
DEPOLYMERIZATION OF THE NUCLEAR LAMINA%REACTOME%R-HSA-4419969.3	DEPOLYMERIZATION OF THE NUCLEAR LAMINA	0.774673769876665	0.902746770840795	1	9663,23399,23592,23175,891,2010,5578,255919,5579,4001
PKC-gamma calcium signaling pathway in ataxia%WikiPathways_20230910%WP4760%Homo sapiens	PKC-gamma calcium signaling pathway in ataxia	0.777600220900822	0.904939357825238	-1	491,9454,2893,3708,5163,2891,2767,23236,773,2776,2892,5332,5331
P38MAPK EVENTS%REACTOME%R-HSA-171007.4	P38MAPK EVENTS	0.777731031317262	0.904939357825238	-1	6300,5600,3265,1432,5899,5900,4893,5603,7867,5898,9261
NCRNA TRANSCRIPTION%GOBP%GO:0098781	NCRNA TRANSCRIPTION	0.777997811350285	0.904939357825238	-1	55718,661,6619,51547,6621,5435,112495,6949,23379,5441,9329,1655,84365,79664,22936,6617,79871,64425,10302,8178,1022,10208,9328,10849,9014,84524,2976,9330,2972,2975,2971,4141,10927,284119
