rownames.camera_results.	camera_descr	PValue	FDR	camera_Phenotype	camera_genes
EPITHELIUM MIGRATION%GOBP%GO:0090132	EPITHELIUM MIGRATION	NA	NA	1	4627,7016,8829,6280,6772,1948,340719,3164,5585,2247,1803,411,6091,4017,57175,10755,90627,7857,4089,11167,25,25959,79977,5586,5829,54443,5290,375056,6286,207,387,1003,6722,1960,23129,116844,9839,23189,4846,3964,3397,57449,6093,8503,55612,9353,5613,5872,2822,7422,11156,25960
POSITIVE REGULATION OF AMINE TRANSPORT%GOBP%GO:0051954	POSITIVE REGULATION OF AMINE TRANSPORT	NA	NA	1	22930,1141,3688,81539,23204,5865,6558,1813,156,6572,3745,6804,2668
REGULATION OF AMINE TRANSPORT%GOBP%GO:0051952	REGULATION OF AMINE TRANSPORT	NA	NA	1	1137,1136,1861,6622,6860,22930,84258,6857,1141,1113,3688,23208,81539,6861,23204,150,54407,9066,51760,5865,6558,1813,156,6572,10550,3745,8864,84062,124935,6804,57586,148281,143425,127833,3737,2668
NEGATIVE REGULATION OF ORGANELLE ASSEMBLY%GOBP%GO:1902116	NEGATIVE REGULATION OF ORGANELLE ASSEMBLY	NA	NA	1	140775,115704,2665,7016,9637,10413,79142,26471,4591,3985,9100,54521,23256,51657,4089,4134,57489,9738,55755,65018,9554,9638,79598,55254,10432,207,2648,84260,51256,8558,56890,10198,23329,8850
HEXOSE METABOLIC PROCESS%GOBP%GO:0019318	HEXOSE METABOLIC PROCESS	NA	NA	1	2585,5236,4190,5214,2530,221937,200186,230,23516,231,2584,4041,5211,92579,2821,6576,221927,5230,3795,7355,7167,2519,5106,2548,51181,2026,9563,1407,3099,3098,8604,5373,2023,5223,2539,8864,8790,2517,4351,3607,5372,51363,468,83440,2582,10165,226,5213,2542,8660,6652,8534,5467,3767,2526
PURINE RIBONUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009167	PURINE RIBONUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS	NA	NA	1	318,50808,353,22978,8833,10606,471,5198,4907,3251,159,2618,4860,271,51292,205,158
GOLGI ORGANIZATION%GOBP%GO:0007030	GOLGI ORGANIZATION	NA	NA	1	55204,22878,400,9712,27314,399687,91949,80124,1263,10419,10466,55968,83548,9648,157680,165324,5862,55300,81671,9382,7443,1453,10565,9321,50999,23122,4218,9950,2580,85462,84932,9183,81555,8548,65243,57198,54808,8874,10490,25923,64689,22796,26003,93643,128989,57531,64083,2801,81876,11018,11196,9554,10494,5861,57584,26259,23363,3064,6811,8729,10972,55361,128637,2804,51014,79659,60684,10133,11235,64225,5205,400451,1452,738,7534,23332,84342,9919,339122,6836,57511,10075,9529,137886,222068,54732,51112,116068,25839,143187,55014,10959,3998,10282,23423,84272,9820,51560,55666,998,23015,440270
NEURON PROJECTION EXTENSION%GOBP%GO:1990138	NEURON PROJECTION EXTENSION	NA	NA	1	8904,6456,81628,6585,9706,51299,214,203228,8829,6586,8828,8826,66000,10479,1020,8408,54437,6405,1499,8636,9037,440275,54413,10371,23191,55364,8239,23767,5532,9353,4131,84298
REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022407	REGULATION OF CELL-CELL ADHESION	NA	NA	1	7525,27242,6385,301,3654,10524,5590,9750,10370,4155,7494,4067,1604,55274,64115,56339,6597,196528,4179,6595,8772,7082,6850,999,445,80709,6605,53827,4851,57178,1845,26154,655,1803,60,8728,55714,567,51043,288,9314,3329,961,51201,10076,100133941,86,5170,5598,6541,6714,8440,25,8744,5588,7297,79576,6659,975,340533,928,6666,6598,4771,10725,6603,10892,960,9647,11146,5573,2045,2534,6601,865,266727,857,5801,51571,5420,3689,11221,3958,9231,5592,3659,25930,9655,3572,5530,57492,9223,5329,3485,10211,57045,3133,6602,91663,2737,3716,2625,5290,5580,4860,375056,84524,5777,10459,861,29117,6188,207,5607,7037,5962,5914,10148,387,23513,80381,340481,81542,3717,7189,7070,634,1946,5578,140885,100,3146,5747,10653,970,9435,5771,51176,201627,23240,6599,2319,55193,51441,65125,4192,55824,22890,50488,84433,240,5781,64410,5793,80139,8289,1051,2651,2113,149041,10808,55626,3105,2049,51412,7040,182,101,4690,81704,6522,5270,9092,9780,5970,27,23149,6604,23560,4072,604,50848,4092,10272,10385,2309,387597,23308,650,6352,3481,7422,10019,114897,2526
MUSCLE CONTRACTION%GOBP%GO:0006936	MUSCLE CONTRACTION	NA	NA	1	2934,5318,8106,23213,4637,7871,1906,2593,8912,6535,322,5286,10052,23171,55959,7402,6332,3751,476,7171,3778,3757,5021,7169,23327,58,6525,781,1141,55800,30819,817,2775,287,444,2548,775,6262,29766,9475,6546,5290,2697,323,29767,7168,2010,1813,4762,493,140465,156,1837,7111,23336,6093,10021,4638,226,26509,1756,481,7138,79784,7170,9826,6331,6901,1140,6769,776,6327,2668
NEGATIVE REGULATION OF TRANSLATION%GOBP%GO:0017148	NEGATIVE REGULATION OF TRANSLATION	NA	NA	1	5936,7298,23112,9513,4904,29883,2332,27102,23521,79727,10642,56339,28960,9470,677,57721,9698,10492,79670,400961,10644,27257,51010,11236,9337,22849,340719,55095,3488,387921,9125,5073,85451,399664,7175,28998,9451,5610,1979,167227,85456,23019,4848,23367,22894,80315,1978,7072,26058,55571,57690,3609,246175,83667,440275,11340,90850,5976,1612,192669,1457,1613,115416,8087,1654,132864,219988,23057,1981,10612,811,192670,23369,54915,3692,10643,56478,10399,56915,54517,2597,27327,9475,23321,23435,678,8570,6188,7832,63935,4076,23318,9775,54890,7538,26065,54956,84069,129563,170506,163255,26135,1965,115024,1656,51441,2886,84962,10140,3646,55802,79068,7248,23016,2058,255967,4343,4849,25904,6093,468,196513,5393,79066,9924,149041,26523,4691,201626,23404,87178,1719,2043,51247,8507,253943,8994,64506,126374,23034,7866
CHROMATIN ORGANIZATION%GOBP%GO:0006325	CHROMATIN ORGANIZATION	NA	NA	1	51147,54880,112869,51535,28996,54069,4869,1386,11091,3183,2876,8467,64783,84148,197370,9031,10524,57680,8349,221656,10847,5927,11176,65980,10428,3070,55636,55719,1786,8208,54780,55791,55274,84759,56339,6597,27443,152485,6944,25842,146059,196528,51547,3148,55795,83743,10419,6595,1788,55677,6733,84823,9425,51377,23429,23522,54496,93624,4673,8545,25836,1107,1642,23198,201973,6294,9734,51132,222229,6605,83439,56916,9130,4591,54093,6749,83989,5925,57708,144108,9675,8815,9733,26097,114825,60,8932,10445,2145,4017,8520,11164,57673,8085,5058,10514,79677,10782,9759,26155,8089,1911,10664,9324,29072,4609,7528,4000,23030,10473,86,10363,3015,29855,9188,3054,11335,11143,55506,29890,10322,29104,57798,6662,8888,9682,7022,25879,10360,55689,10036,5929,23506,22933,8347,80312,84656,2186,7157,6598,5928,4676,10725,6603,55183,7703,4204,56160,22893,5977,11146,23234,6601,3159,22880,4674,29994,10951,2033,1106,6657,200424,10629,84678,6830,8242,10155,7150,4675,4678,2146,1616,114803,6500,6871,10765,7319,23028,23272,1663,23411,80854,201161,9275,27005,23468,5931,23081,83852,3428,9070,286053,57492,3150,8091,26009,9274,6602,84289,3151,29915,63925,3065,79184,6656,29998,5978,50810,5987,79885,29117,54815,22955,4798,10467,2074,51773,10432,4297,23378,6045,3005,55929,2648,9463,10541,64710,3066,7403,8341,54617,10856,57459,605,51322,79813,23137,10336,93973,10013,91746,54891,50809,51366,3146,7874,55011,353274,51548,22976,94239,3720,9025,6827,1111,29086,6760,8193,6599,1105,55193,5245,57683,51720,25942,84181,8493,55352,7913,56848,51504,6732,8864,9416,84661,9960,23210,29844,8284,3622,57169,8607,22890,23451,80314,11168,165918,132660,55051,7290,92815,10014,3014,6304,1025,6996,170394,84939,5252,3192,64855,8289,6421,9958,283899,3021,23523,5253,8841,11198,9869,51341,57602,54737,79913,9555,51412,54107,64426,58487,5187,124512,6594,6665,11177,10038,64431,6604,6418,8479,4001,221477,54969,79723,84333,83933,648,53615,1108,84108,10361,3481,26038,8850,8110,55869
CHROMATIN REMODELING%GOBP%GO:0006338	CHROMATIN REMODELING	NA	NA	1	54880,112869,51535,28996,54069,4869,1386,11091,3183,2876,8467,64783,84148,9031,10524,57680,8349,221656,10847,5927,11176,65980,10428,3070,55636,1786,8208,55791,55274,84759,56339,6597,27443,152485,6944,25842,196528,51547,3148,55795,83743,10419,6595,1788,55677,6733,84823,9425,51377,23429,23522,54496,93624,4673,8545,25836,1107,1642,201973,9734,51132,6605,56916,4591,54093,6749,83989,5925,57708,144108,9675,9733,26097,114825,60,8932,10445,2145,4017,8520,11164,57673,8085,5058,10514,10782,9759,26155,8089,1911,10664,29072,4609,7528,4000,23030,86,29855,9188,3054,11335,11143,55506,29890,10322,29104,57798,6662,8888,9682,7022,25879,10360,55689,10036,5929,23506,22933,8347,80312,84656,2186,7157,6598,5928,4676,10725,6603,55183,7703,4204,22893,5977,11146,23234,6601,3159,22880,4674,29994,2033,1106,200424,10629,84678,6830,8242,7150,4675,4678,2146,1616,114803,6500,6871,10765,7319,23028,23272,23411,80854,201161,9275,27005,5931,23081,83852,3428,9070,57492,8091,9274,6602,29915,63925,3065,79184,29998,5978,50810,5987,29117,54815,22955,4798,10467,2074,51773,10432,4297,23378,6045,3005,55929,2648,9463,10541,3066,7403,8341,54617,10856,57459,605,51322,10336,93973,10013,91746,54891,50809,51366,3146,7874,55011,353274,51548,22976,3720,9025,1111,29086,6760,8193,6599,1105,55193,5245,57683,51720,25942,84181,8493,55352,7913,56848,51504,8864,9416,84661,9960,23210,29844,8284,3622,57169,8607,22890,23451,80314,11168,165918,132660,55051,7290,92815,10014,3014,6304,1025,6996,170394,5252,3192,64855,8289,6421,9958,283899,3021,23523,5253,8841,11198,9869,51341,54737,79913,9555,51412,54107,64426,58487,5187,124512,6594,11177,10038,64431,6604,6418,4001,221477,54969,79723,84333,648,53615,1108,84108,10361,3481,26038,8850,8110
REGULATION OF GLYCOGEN BIOSYNTHETIC PROCESS%GOBP%GO:0005979	REGULATION OF GLYCOGEN BIOSYNTHETIC PROCESS	NA	NA	1	2931,2932,8445,89801,207,51763,208,23178,9852,3667,5509,3643,10580,8660,79660,3481,90673
POSITIVE REGULATION OF MAPK CASCADE%GOBP%GO:0043410	POSITIVE REGULATION OF MAPK CASCADE	NA	NA	1	23043,409,28996,60370,152007,85363,22881,5906,5590,54361,1647,2150,57630,4920,7476,4616,2064,2185,5894,1687,4282,8877,5979,2621,8829,1906,6259,3265,7057,148252,5154,4851,4208,220164,8737,9693,2247,4294,153090,116,972,2046,6091,55504,8826,5058,351,5610,55765,1436,3276,10347,6764,7164,100133941,4853,348,10961,23236,1856,3383,64762,5595,780,5155,4216,975,11331,55816,4296,960,5770,3084,9344,2081,23008,6657,9175,5604,25778,2146,858,10494,4281,51347,4671,5609,54769,958,7786,56919,54550,2260,8567,7984,150,9258,7186,1956,9475,6885,4915,8754,10979,10912,673,408,6188,10371,4916,8412,10519,23162,5607,11235,55294,7189,23328,65009,255743,4238,5578,2149,8482,9479,3146,8817,56034,6464,3480,55004,57007,10550,10253,5245,331,23286,10178,25865,51562,90441,2861,1490,5336,50488,7042,8844,60401,5781,768211,56005,6093,57551,9770,9518,5478,2651,5795,1652,3643,9618,54910,5031,4919,392255,84231,57608,7040,8312,101,8324,1399,285613,1857,55715,5871,2263,650,6352,3481,3976,7422,7039,5151,23779
POSITIVE REGULATION OF DEFENSE RESPONSE%GOBP%GO:0031349	POSITIVE REGULATION OF DEFENSE RESPONSE	NA	NA	1	4034,23705,84630,85363,3654,3304,54502,2150,4067,661,149628,10084,5743,6223,6622,57402,9868,22900,9698,8772,6850,6280,2634,3916,55577,4208,26471,54093,8737,81622,3093,839,4814,85364,1540,23180,5817,5581,5058,351,3134,55765,3329,961,3661,51435,9180,3843,22841,10623,83666,6714,55223,8723,27250,148022,3320,7132,84937,51704,5063,90268,975,4258,11331,81844,7706,91445,1147,64135,2534,7187,4792,144811,1654,2033,857,6197,121260,9782,5819,29110,5591,4940,4671,4615,5054,10612,5603,958,56919,23369,3428,5608,3572,55703,4363,9258,164,10211,3133,2547,6885,79184,8915,8673,10621,140609,10432,3735,10133,3665,55601,7189,389856,1660,8692,7128,7867,57506,23765,57724,55122,3146,10614,5062,1535,7520,5245,331,25942,5359,4192,57169,5336,51296,90933,5138,26057,9261,81570,25921,11315,79155,4841,2896,6421,9958,2113,1652,8767,10318,5599,55450,7040,101,55527,51295,57787,3551,7531,55269,5970,5515,83737,9641,6845,23586,83737,117854,6352,57590,9782
PROTEIN EXPORT FROM NUCLEUS%GOBP%GO:0006611	PROTEIN EXPORT FROM NUCLEUS	NA	NA	1	6815,1434,11261,57154,7175,23214,5901,23039,10204,55437,811,7514,27351,8498,57510,64901,11097,80824,64328,8021,7040,92335
REGULATION OF FATTY ACID METABOLIC PROCESS%GOBP%GO:0019217	REGULATION OF FATTY ACID METABOLIC PROCESS	NA	NA	1	9611,301,5743,51422,215,80025,972,5163,8816,6662,10464,37,22933,60481,58526,5165,857,23417,23411,11160,3692,23038,57761,7376,207,5164,55198,9926,10613,634,208,2170,219743,3667,64410,8660,83752,5467,8850
REGULATION OF PROTEIN KINASE ACTIVITY%GOBP%GO:0045859	REGULATION OF PROTEIN KINASE ACTIVITY	NA	NA	1	8851,11267,84630,324,116986,1136,84619,4869,1742,2629,140775,3654,5906,6895,1647,11329,1843,4067,993,143384,2064,84313,51422,2185,6622,7016,8812,9113,2621,1906,7026,3265,5728,7057,148252,4763,5154,1894,7023,5925,1942,205428,1845,5899,57826,1032,9693,2247,4294,11261,60,153090,9052,116,900,6091,9961,8826,2965,5058,1741,351,10221,28951,5859,1436,64853,23531,11140,7804,51527,6868,4041,5575,7164,5577,100133941,3843,5170,8941,54206,348,10961,1856,103,6714,894,9270,27250,3320,5912,10464,25,51704,6543,51654,5155,4216,124790,11331,56940,51429,5649,10645,7345,55704,10892,4296,51719,9094,1022,9647,5573,5770,3084,219771,51755,56892,9344,29950,1028,56647,1654,2081,10006,857,65018,9175,5604,55437,2146,7405,1616,5606,23118,80279,2041,5576,51347,1027,11221,23411,5609,64061,54769,958,7786,7249,3491,2260,3315,5605,7984,9655,150,3064,10920,58533,7186,7453,8091,64793,1956,2547,6885,5569,8754,51637,104,6546,9146,6609,57761,10979,6794,5580,3301,5987,2810,6188,6547,4040,4916,10519,207,5607,387,11235,1849,55294,6879,3717,7189,51763,171392,23328,8692,7070,5997,634,896,7251,904,7295,9479,10614,55011,22843,80824,493,8817,808,51191,11122,10114,84335,2011,5747,7532,9368,22974,3326,114,4739,5062,8795,7520,2776,5245,10040,29775,25937,10527,55181,79706,5716,10178,122809,595,1435,22924,7042,8844,11315,9770,80725,79643,2950,5629,5478,905,5795,3643,152559,9618,8797,9555,1026,57493,8312,9966,5618,26524,10454,2043,8536,5515,57679,23603,23560,1030,2048,94056,3690,161742,29990,10899,11116,5871,650,55861,6352,7422,5571,54465,92335
POSITIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0002833	POSITIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS	NA	NA	1	4034,23705,85363,3654,3304,54502,2150,4067,661,149628,10084,6223,1687,57402,9868,22900,9698,8772,6850,2634,3916,55577,81622,3093,839,4814,85364,1540,23180,5817,5581,5058,3134,55765,3329,3661,51435,3843,22841,10623,83666,6714,55223,148022,3320,84937,5063,90268,11331,81844,7706,91445,1147,64135,2534,7187,4792,144811,1654,2033,857,6197,121260,9782,5819,29110,5591,4940,4671,4615,10612,958,56919,23369,3428,5608,55703,9258,164,10211,3133,2547,6885,79184,8915,10621,140609,10432,3665,55601,7189,389856,23328,1660,7128,7867,57506,5578,57724,55122,3146,10614,5062,1535,7520,5245,331,25942,5359,57169,5336,51296,90933,26057,9261,81545,81570,25921,79155,4841,2896,6421,9958,8767,10318,5599,101,51295,57787,3551,7531,55269,5970,5515,83737,9641,23586,83737,117854,3140,6352,57590,9782
POSITIVE REGULATION OF NEUTROPHIL MIGRATION%GOBP%GO:1902624	POSITIVE REGULATION OF NEUTROPHIL MIGRATION	NA	NA	1	9750,5879,57118,10059,158747,708,972,7060,4192,90550,101,4267,2526
PERIPHERAL NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0007422	PERIPHERAL NERVOUS SYSTEM DEVELOPMENT	NA	NA	1	4763,64843,627,3670,6334,5274,2947,23114,22933,2817,576,5457,861,575,2065,57211,6497,8506,50674,224,23405,56288,9639,2668,40
MULTICELLULAR ORGANISMAL-LEVEL HOMEOSTASIS%GOBP%GO:0048871	MULTICELLULAR ORGANISMAL-LEVEL HOMEOSTASIS	NA	NA	1	10518,28996,55027,6456,301,54977,3398,8301,55690,4155,128866,4067,2039,2308,3953,10162,2185,6223,51599,55904,7466,1054,8772,7082,71,6337,23376,157680,5414,8195,64116,4851,4208,355,5518,6505,83700,27031,60,201163,5563,167691,1200,5567,54940,55765,9657,84251,100506658,1525,112,55012,482,6714,583,132299,4645,6662,92211,5142,55812,37,1001,6513,58494,139818,3162,28982,25861,8837,3688,5469,8842,121260,5566,11171,80279,28514,1512,23411,1981,4756,161882,9258,1958,79876,836,9545,57482,9898,84524,2697,10467,323,23378,207,55198,6653,22985,1003,29127,819,238,3717,171392,93974,8692,9975,7128,292,6510,2149,3915,64081,6558,1813,3146,8444,3313,5771,7414,55646,79191,284207,2539,22884,23178,9076,4846,5562,23456,6229,128338,65267,9518,271,79738,2651,21,25987,166379,51341,211,1258,6774,1756,285331,9069,6208,5366,5515,585,27134,4891,3624,9414,55113,582,50848,30061,6218,5467,55619,7422,10019,85015
REGULATION OF NEURON PROJECTION DEVELOPMENT%GOBP%GO:0010975	REGULATION OF NEURON PROJECTION DEVELOPMENT	NA	NA	1	23043,8851,4137,1136,818,5800,91584,10509,5906,221914,9723,10611,10152,9706,154141,2931,347733,4067,4920,22876,57556,2185,57118,9139,7533,577,23251,26230,2909,1809,5979,8829,57698,57611,8428,23316,3984,23271,6280,223117,8321,1948,5728,349667,322,5364,1942,950,4139,655,6695,2803,1400,26115,9693,627,153090,2932,411,5789,6091,55714,382,26012,5058,2580,9024,10505,23303,6383,10154,112,4858,7804,23064,1020,482,23413,10507,5274,51657,23327,7074,8408,348,2664,54437,6405,65981,5754,112755,114798,9037,1826,780,5063,64689,1141,26039,11178,7143,84628,5649,1954,5361,55704,80031,1072,91752,25793,65078,1123,55558,64175,2033,140578,6049,5584,9175,162427,26037,2288,1949,2258,1496,23654,22871,26259,80128,85442,29956,23363,5663,146760,3655,1630,5911,8499,54915,81565,22902,23098,4915,23072,5764,10500,5458,10512,816,118813,10371,4734,4916,10519,207,9863,4076,5756,3066,26153,238,7436,23129,9912,65009,84816,7070,84446,27020,8482,158866,23499,9423,547,170506,2011,4133,5062,11344,5362,4898,9529,23189,1627,4192,3897,57463,11075,6792,80725,81618,9762,2896,9353,2042,8724,57609,25987,152559,163404,54910,4919,1523,2049,10501,56896,2889,1000,57715,2043,9820,5802,4135,8536,6092,27,124925,5780,23242,114788,79006,57689,7422,80823
BICARBONATE TRANSPORT%GOBP%GO:0015701	BICARBONATE TRANSPORT	NA	NA	1	9497,64116,51167,6508,65010,51706,9498,57282,6522,57835
TRANSMEMBRANE RECEPTOR PROTEIN TYROSINE KINASE SIGNALING PATHWAY%GOBP%GO:0007169	TRANSMEMBRANE RECEPTOR PROTEIN TYROSINE KINASE SIGNALING PATHWAY	NA	NA	1	7525,8851,324,54541,1136,140710,51552,4318,2931,4233,4067,4920,5879,2308,4313,2064,2185,2549,23213,8895,10461,5979,8829,6850,1943,6259,140700,1948,1432,91612,285220,5154,6654,2241,5286,220164,55914,7301,1942,23516,54806,9693,2247,627,153090,2932,23294,55959,2046,2591,9961,5335,4303,8826,5058,5293,9451,7410,1436,23768,5921,23064,9185,2444,1944,284656,2047,5170,7074,23236,26060,64762,6714,8440,9564,5594,6662,26058,8874,6777,25,780,5063,7297,5155,252983,9702,55816,3416,2045,5770,2534,3084,1123,2044,8835,10006,26037,1839,8471,1949,858,5801,2041,2675,1398,1947,7249,4641,5829,2202,2260,3315,1317,10458,1284,56899,10256,1956,10849,836,84959,2885,4915,3716,5290,9019,55614,673,118813,1288,4916,8412,207,5164,1969,5919,3925,1176,8997,238,3717,2887,7867,1946,2065,208,5295,8817,11122,10603,5747,56034,6272,5771,6464,3480,4739,5062,2886,558,116150,25865,5291,9158,1435,55023,9261,5781,23433,8503,3667,23767,6778,5793,9518,10818,1795,2042,5795,3643,10135,9847,2051,6774,4919,2049,10580,5618,25759,2889,8660,8036,2043,5970,10718,64397,55715,2048,29990,2822,2254,5228,2263,10817,5296,3481,53358,10016,7422,2252,7039
MITOCHONDRIAL FUSION%GOBP%GO:0008053	MITOCHONDRIAL FUSION	NA	NA	1	30968,56947,51024,125170,9927,4976,581,4170,374986,54927,81554,55669,54471,54332,84749,54974,84895
REGULATION OF MAPK CASCADE%GOBP%GO:0043408	REGULATION OF MAPK CASCADE	NA	NA	1	23043,409,28996,60370,152007,85363,2629,9611,22881,5906,5590,54361,1647,11329,1843,2150,4067,57630,4920,7476,2308,4616,2064,57556,2185,5894,1687,4282,8877,1847,5979,2621,8829,1846,5300,6850,1906,6259,3265,6815,7057,148252,4763,5154,4851,4208,355,220164,5518,6237,8737,91862,1845,10193,9693,2247,4294,153090,116,972,2046,1848,6091,55504,201163,1540,65268,8826,5058,351,5859,5610,55765,1436,64853,7430,3276,10347,6764,7164,1739,4609,100133941,2047,51339,1850,4089,4853,348,10961,23236,1856,3383,64762,9270,27250,5595,81606,5594,56981,780,5063,5155,4216,975,11331,9448,7345,55816,4296,10298,960,51074,2045,5770,3084,9344,2081,857,23008,4077,6657,65018,9175,5604,25778,2146,6789,858,5801,1605,10494,80279,57144,4281,51347,4671,11221,5609,54769,958,7786,56919,3491,54550,2260,8567,5605,5911,7984,56924,150,9258,7186,1956,9475,6885,2885,4915,8754,63977,6609,10979,84058,10912,5580,3301,200734,673,408,5777,6188,10371,4916,8412,10519,23162,5607,1969,27330,11235,5037,1849,6788,55294,2335,10987,10048,7189,51763,171392,2633,23328,65009,8692,255743,7534,5997,4238,634,5578,140885,2149,8482,9479,3146,23390,80824,8817,10114,23542,9368,56034,5771,6464,3480,55004,57007,5062,10550,10253,5245,331,23286,5716,10178,25865,51562,55885,90441,5291,2861,10159,1490,5336,2192,50488,7042,8844,60401,5781,768211,56005,6093,7444,57551,10771,9770,2950,9518,5478,23239,2651,5795,1652,3643,152559,9618,8841,54910,5031,10318,4919,392255,84231,399473,5187,57608,7040,8312,101,8324,1399,285613,2043,1857,55715,2218,2048,161742,83737,2874,55333,5871,2263,83737,10251,650,5296,6352,3481,3976,7422,10019,7039,5151,23779,78986
GLYCEROPHOSPHOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046474	GLYCEROPHOSPHOLIPID BIOSYNTHETIC PROCESS	NA	NA	1	200576,56894,8871,57217,5305,5297,8760,85465,22908,1119,22876,10162,23167,51447,63874,5289,9468,1609,254531,55224,128869,5728,5286,55300,145567,253558,8605,54872,84668,27315,8821,285172,8733,5293,5281,27124,8867,51099,5287,1606,8443,80055,55650,3707,8396,93210,57605,57153,84188,9807,79143,10026,9896,3635,8818,84720,8394,10423,9021,10555,5279,54344,8835,94005,132001,64924,57678,7405,5283,55500,81490,55697,376497,204962,9655,23761,137964,65258,55361,8398,1201,5290,23049,5130,10554,1040,171586,3636,5833,80235,4952,9791,8678,8525,51763,1607,8813,84302,5295,51604,23556,8527,55326,5337,79837,22979,10400,56895,5359,122809,9091,5291,79888,5298,80271,30849,5336,23396,10390,22863,8503,51227,30837,56623,114971,9487,126969,9306,9489,9600,8526,3631,23446,1103,6901,160851,284098,5296,57048,54675
POSITIVE REGULATION OF EPIDERMAL CELL DIFFERENTIATION%GOBP%GO:0045606	POSITIVE REGULATION OF EPIDERMAL CELL DIFFERENTIATION	NA	NA	1	8202,5920,55506,5469,5583,2810,2118,4926,9555,654364
NEGATIVE REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE/PROTEIN KINASE B SIGNAL TRANSDUCTION%GOBP%GO:0051898	NEGATIVE REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE/PROTEIN KINASE B SIGNAL TRANSDUCTION	NA	NA	1	409,5728,5518,10617,153090,201163,29997,59338,23612,1605,23411,7249,10399,10519,9863,1969,23252,51763,8692,9711,1813,9368,5291,1649,113791,23239,5795,5515,10016,10019
CILIUM ORGANIZATION%GOBP%GO:0044782	CILIUM ORGANIZATION	NA	NA	1	2934,5311,80184,79989,145483,80210,23322,403,22858,27077,79969,54874,84080,353116,1874,6674,8195,4851,22832,23116,55742,54806,117178,146057,65250,79867,1453,27031,27341,79925,55761,167691,7275,4218,161582,79770,85462,9657,221322,5116,54521,10257,57545,28981,5108,3983,54935,80173,11190,4134,6102,79600,55212,583,112752,90120,10464,7419,84902,84100,90355,55081,54919,22885,9851,138639,79582,9371,1639,11092,26123,57728,56912,9738,54903,63917,10097,30844,27241,5861,79583,26259,25914,26160,56683,29887,25930,9742,123016,8729,4735,55835,11188,84058,9342,8655,65062,23386,9786,79659,11020,29070,125488,95681,11127,84747,51715,51098,10938,23157,92482,10096,90410,29105,4952,123811,55262,137392,10013,317662,84984,23268,4750,83544,91147,27152,132320,8481,55717,9368,8100,4739,57539,22873,84140,117177,23059,26146,84314,22994,84223,219844,26005,55112,5991,30845,51382,378,9114,79140,2316,79738,55764,64792,51762,285331,89891,22920,51668,51626,30846,57787,7802,989,84131,22897,55172,57216,585,50807,4957,8555,55582,11158,27148,582,57562,2622,116143,129880,57560
POSITIVE REGULATION OF PHOSPHORYLATION%GOBP%GO:0042327	POSITIVE REGULATION OF PHOSPHORYLATION	NA	NA	1	23043,4137,84630,116986,1136,1742,9513,3654,92,10142,5906,10045,79817,2332,4318,4067,222658,5879,3953,143384,2064,51422,2185,5894,6622,4282,7016,9113,8877,2621,8829,5300,1609,1906,3265,7057,148252,5154,1894,355,9125,1942,8737,205428,116496,572,3985,10111,55233,5899,1453,57826,3093,9693,2247,4294,627,153090,116,972,10928,6091,201163,5217,8826,5058,1741,351,1436,23531,7804,85456,6868,1917,115825,3678,7164,100133941,5170,10507,126308,57103,10961,1856,83666,6714,894,9270,5594,3320,6662,25999,10464,7132,1826,25,51704,6543,3619,1601,221927,5155,4216,9704,11331,718,51429,5649,7157,369,10645,3611,55704,10892,8543,4296,51719,9094,960,11146,5770,3084,9821,219771,56892,9344,8087,1654,23568,2081,10006,857,10728,65018,84893,9175,5604,25778,55437,2146,6789,1616,29110,5606,23118,85442,51347,23411,5609,1981,96459,54769,958,7786,64400,3491,5168,2260,3655,5605,5911,7984,3572,150,1389,10920,57600,10399,7186,5329,8091,10211,1956,9475,2547,6885,4915,8754,90,9181,8915,10979,6794,5580,10188,673,408,10459,81532,6188,4916,8412,10519,207,5607,7037,387,11235,10456,5919,55294,3717,7189,54625,23328,57506,1946,10013,896,27020,7295,55011,493,8817,808,2011,5747,7564,56034,22974,3326,114,4739,5062,8795,7520,10253,5245,10040,29775,85440,92597,9294,5716,10178,7060,90441,65992,3845,595,1435,5336,22998,8099,150696,22924,7042,10044,5781,56005,22863,8503,28232,11315,65267,9770,80725,5629,5478,5795,3643,3280,9618,8767,8841,8797,1026,7040,8312,9966,5618,10454,4361,8324,1399,2043,8536,57521,84280,1857,5515,57679,4683,94056,3690,29990,2254,1464,10899,5228,5871,8313,117854,650,6352,3481,3976,7422,2252,5571,54465,92335
